Player,Opp,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,Week
A. Dalton CAR,@ WAS,-1,16,11,93,0,2,0,2,3,0,0,0,0,0,0,0,7
G. Minshew LV,@ LA,-1,34,15,154,0,3,0,1,2,0,0,0,0,0,0,1,7
K. Cousins ATL,@ TB,36,29,23,276,4,0,0,3,16,0,0,0,0,0,0,0,8
J. Hurts PHI,@ CIN,36,20,16,236,1,0,0,10,37,3,0,0,0,0,0,0,8
B. Nix DEN,vs CAR,35,37,28,284,3,0,0,5,4,1,0,0,0,0,0,0,8
M. Stafford LA,vs MIN,33,34,25,279,4,1,0,3,-4,0,0,0,0,0,0,0,8
J. Winston CLE,vs BAL,30,41,27,334,3,0,0,2,2,0,0,0,0,0,0,1,8
T. Lawrence JAX,vs GB,28,32,21,308,2,1,0,4,10,1,0,0,0,0,0,1,8
B. Mayfield TB,vs ATL,28,50,37,330,3,2,0,3,11,0,0,0,0,0,0,0,8
J. Herbert LAC,vs NO,27,32,20,279,2,0,0,4,49,0,0,0,0,0,0,0,8
L. Jackson BAL,@ CLE,27,38,23,289,2,0,0,8,46,0,0,0,0,0,0,0,8
B. Purdy SF,vs DAL,27,26,18,260,1,0,0,8,56,1,0,0,0,0,0,0,8
K. Murray ARI,@ MIA,25,36,26,307,2,0,0,5,19,0,0,0,0,0,0,0,8
J. Daniels WAS,vs CHI,24,38,21,326,1,0,0,8,52,0,0,0,0,0,0,0,8
J. Allen BUF,@ SEA,23,34,24,283,2,1,0,7,25,0,0,0,0,0,0,0,8
S. Darnold MIN,@ LA,21,25,18,240,2,0,0,3,6,0,0,0,0,0,0,0,8
J. Goff DET,vs TEN,21,15,12,85,3,0,0,1,1,0,0,0,0,0,0,0,8
P. Mahomes KC,@ LV,21,38,27,262,2,1,0,6,17,0,0,0,0,0,0,0,8
A. Rodgers NYJ,@ NE,21,28,17,233,2,0,0,0,0,0,0,0,0,0,0,0,8
M. Rudolph TEN,@ DET,20,38,22,266,1,2,0,4,29,1,0,0,0,0,0,0,8
G. Minshew LV,vs KC,19,30,24,209,2,0,0,2,6,0,0,0,0,0,0,1,8
D. Prescott DAL,@ SF,17,38,25,243,2,2,0,1,-1,0,0,0,0,0,0,0,8
C. Stroud HOU,vs IND,16,37,25,285,1,0,0,1,-10,0,0,0,0,0,0,1,8
T. Tagovailoa MIA,vs ARI,16,38,28,234,1,0,0,3,13,0,0,0,0,0,0,0,8
R. Wilson PIT,vs NYG,16,28,20,278,1,0,0,3,7,0,0,0,0,0,0,1,8
B. Young CAR,@ DEN,16,37,24,224,2,2,0,3,6,0,0,0,0,0,0,0,8
J. Burrow CIN,vs PHI,14,37,26,234,1,1,0,3,15,0,0,0,0,0,0,0,8
A. Richardson IND,@ HOU,14,32,10,175,1,1,0,6,45,0,0,0,0,0,0,1,8
D. Maye NE,vs NYJ,10,6,3,23,0,0,0,3,46,1,0,0,0,0,0,0,8
C. Williams CHI,@ WAS,10,24,10,131,0,0,1,9,47,0,0,0,0,0,0,1,8
M. Willis GB,@ JAX,10,5,4,56,1,0,0,4,23,0,0,0,0,0,0,0,8
J. Brissett NE,vs NYJ,8,24,15,132,0,0,1,3,11,0,0,0,0,0,0,0,8
D. Jones MIN,@ PIT,7,38,24,264,0,1,0,3,1,0,0,0,0,0,0,1,8
G. Smith SEA,vs BUF,7,29,21,212,0,1,0,5,16,0,0,0,0,0,0,0,8
S. Rattler NO,@ LAC,6,24,12,156,0,0,0,0,0,0,0,0,0,0,0,0,8
J. Haener NO,@ LAC,5,17,9,122,0,0,0,2,10,0,0,0,0,0,0,0,8
J. Love GB,@ JAX,5,22,14,196,0,1,0,1,-1,0,0,0,0,0,0,0,8
H. Hooker DET,vs TEN,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8
M. Trubisky BUF,@ SEA,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,8
J. Burrow CIN,vs LV,39,39,27,251,5,1,0,3,11,0,0,0,0,0,0,0,9
J. Hurts PHI,vs JAX,33,24,18,230,2,0,0,13,67,1,0,0,0,0,0,0,9
L. Jackson BAL,vs DEN,29,19,16,280,3,0,0,3,4,0,0,0,0,0,0,0,9
P. Mahomes KC,vs TB,29,44,34,291,3,0,0,2,9,0,0,0,0,0,0,0,9
D. Jones MIN,@ NYG,28,26,20,174,2,0,0,7,54,1,0,0,0,0,0,1,9
J. Allen BUF,vs MIA,27,39,25,235,3,1,1,2,7,0,0,0,0,0,0,0,9
G. Smith SEA,vs LA,27,34,21,363,3,3,0,6,16,0,0,0,0,0,0,0,9
A. Rodgers NYJ,vs HOU,26,32,22,211,3,0,0,1,-1,0,0,0,0,0,0,0,9
K. Cousins ATL,vs DAL,25,24,19,222,3,0,0,4,-11,0,0,0,0,0,0,1,9
S. Darnold MIN,vs IND,25,34,28,290,3,2,0,4,14,0,0,0,0,0,0,1,9
J. Daniels WAS,@ NYG,23,22,15,209,2,0,0,8,35,0,0,0,0,0,0,0,9
J. Herbert LAC,@ CLE,23,27,18,282,2,0,0,3,2,0,0,0,0,0,0,0,9
B. Mayfield TB,@ KC,22,31,23,200,2,0,0,4,20,0,0,0,0,0,0,0,9
M. Stafford LA,@ SEA,21,44,25,298,2,1,0,1,0,0,0,0,0,0,0,0,9
T. Tagovailoa MIA,@ BUF,21,28,25,231,2,0,0,2,3,0,0,0,0,0,0,0,9
M. Rudolph TEN,vs NE,20,33,20,240,2,1,0,4,19,0,0,0,0,0,0,0,9
T. Lawrence JAX,@ PHI,18,31,16,169,0,2,2,5,8,2,0,0,0,0,0,0,9
D. Maye NE,@ TEN,18,41,29,206,1,2,0,8,95,0,0,0,0,0,0,1,9
B. Nix DEN,@ BAL,16,33,19,223,0,1,0,6,36,0,0,1,2,1,0,0,9
D. Carr NO,@ CAR,15,31,18,236,1,0,0,0,0,0,0,0,0,0,0,0,9
D. Prescott DAL,@ ATL,14,24,18,133,1,0,0,3,30,0,0,0,0,0,0,0,9
C. Rush DAL,@ ATL,12,25,13,115,1,0,1,1,4,0,0,0,0,0,0,0,9
J. Goff DET,@ GB,11,22,18,145,1,0,0,3,-2,0,0,0,0,0,0,0,9
C. Stroud HOU,@ NYJ,11,30,11,191,0,0,0,8,59,0,0,0,0,0,0,1,9
J. Winston CLE,vs LAC,11,46,26,235,1,3,0,5,27,0,0,0,0,0,0,0,9
J. Love GB,vs DET,10,39,23,273,0,1,1,3,0,0,0,0,0,0,0,0,9
B. Young CAR,vs NO,10,26,16,171,1,1,0,4,9,0,0,0,0,0,0,0,9
C. Williams CHI,@ ARI,8,41,22,217,0,0,0,4,5,0,0,0,0,0,0,0,9
D. Ridder LV,@ CIN,7,16,11,74,1,0,0,1,2,0,0,0,0,0,0,1,9
K. Murray ARI,vs CHI,5,20,13,154,0,0,0,2,6,0,0,0,0,0,0,1,9
J. Flacco IND,@ MIN,4,27,16,179,0,1,0,2,-1,0,0,0,0,0,0,1,9
G. Minshew LV,@ CIN,3,17,10,124,0,0,0,1,0,0,0,0,0,0,0,1,9
J. Browning CIN,vs LV,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,9
J. Johnson BAL,vs DEN,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,9
J. Burrow CIN,@ BAL,41,56,34,428,4,0,0,2,6,0,0,0,0,0,0,0,10
L. Jackson BAL,vs CIN,40,33,25,290,4,0,0,7,33,0,1,0,0,0,0,0,10
J. Hurts PHI,@ DAL,34,20,14,202,2,1,0,7,56,2,0,0,0,0,0,1,10
K. Murray ARI,vs NYJ,30,24,22,266,1,0,0,3,21,2,0,0,0,0,0,0,10
B. Purdy SF,@ TB,27,36,25,353,2,0,0,4,17,0,0,0,0,0,0,0,10
D. Carr NO,vs ATL,23,25,16,269,2,0,0,4,17,0,0,0,0,0,0,0,10
W. Levis TEN,@ LAC,23,23,18,175,2,0,0,5,41,0,0,0,0,0,0,0,10
R. Wilson PIT,@ WAS,23,28,14,195,3,1,0,4,3,0,0,0,0,0,0,0,10
J. Herbert LAC,vs TEN,21,18,14,164,1,0,0,9,32,1,0,0,0,0,0,0,10
B. Nix DEN,@ KC,20,30,22,215,2,0,0,3,-5,0,0,0,0,0,0,0,10
J. Allen BUF,@ IND,18,37,22,280,0,2,0,8,50,1,0,0,0,0,0,0,10
P. Mahomes KC,vs DEN,17,42,28,266,1,0,0,3,19,0,0,0,0,0,0,0,10
J. Flacco IND,vs BUF,15,35,26,272,2,3,0,0,0,0,0,0,0,0,0,1,10
B. Young CAR,vs NYG,14,25,15,126,1,0,0,2,30,0,0,0,0,0,0,0,10
D. Maye NE,@ CHI,13,25,15,184,1,1,0,4,24,0,0,0,0,0,0,0,10
J. Goff DET,@ HOU,11,30,15,240,2,5,0,1,2,0,0,0,0,0,0,0,10
D. Jones MIN,@ CAR,11,37,22,190,0,2,0,7,26,1,0,0,0,0,0,0,10
C. Stroud HOU,vs DET,11,33,19,232,1,2,0,1,5,0,0,0,0,0,0,0,10
T. Tagovailoa MIA,@ LA,11,28,20,207,1,1,0,1,-1,0,0,0,0,0,0,1,10
K. Cousins ATL,@ NO,10,38,23,306,0,1,0,0,0,0,0,0,0,0,0,0,10
B. Mayfield TB,vs SF,10,29,18,116,1,0,0,3,3,0,0,0,0,0,0,0,10
M. Stafford LA,vs MIA,9,46,32,293,0,1,0,1,0,0,0,0,0,0,0,0,10
J. Daniels WAS,vs PIT,8,34,17,202,0,0,0,3,5,0,0,0,0,0,0,0,10
S. Darnold MIN,@ JAX,5,38,24,241,0,3,0,7,28,0,0,0,0,0,0,0,10
M. Jones JAX,vs MIN,5,22,14,111,0,2,0,5,8,1,0,0,0,0,0,1,10
A. Rodgers NYJ,@ ARI,5,35,22,151,0,0,0,0,0,0,0,0,0,0,0,1,10
C. Williams CHI,vs NE,5,30,16,120,0,0,0,2,15,0,0,0,0,0,0,0,10
K. Pickett PHI,@ DAL,0,2,1,5,0,0,0,1,1,0,0,0,0,0,0,0,10
M. Trubisky BUF,@ IND,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,10
C. Tune ARI,vs NYJ,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,10
T. Lance DAL,vs PHI,-1,6,4,21,0,1,0,3,17,0,0,0,0,0,0,0,10
C. Rush DAL,vs PHI,-1,23,13,45,0,0,0,2,2,0,0,0,0,0,0,2,10
J. Goff DET,vs JAX,42,29,24,412,4,0,0,4,21,0,0,0,0,0,0,0,11
B. Nix DEN,vs ATL,36,33,28,307,4,0,0,2,5,0,0,0,0,0,0,0,11
M. Stafford LA,@ NE,35,27,18,295,4,0,0,4,0,0,0,0,0,0,0,0,11
J. Burrow CIN,@ LAC,34,50,28,356,3,0,0,2,28,0,0,0,0,0,0,0,11
A. Richardson IND,@ NYJ,30,30,20,272,1,0,0,10,32,2,0,0,0,0,0,1,11
T. Tagovailoa MIA,vs LV,29,36,28,288,3,0,0,0,0,0,0,0,0,0,0,0,11
J. Winston CLE,@ NO,29,46,30,395,2,0,1,1,8,0,0,0,0,0,0,0,11
J. Herbert LAC,vs CIN,28,36,17,297,2,0,0,5,65,0,0,0,0,0,0,1,11
S. Darnold MIN,@ TEN,27,32,20,246,2,0,0,8,18,1,0,0,0,0,0,1,11
J. Allen BUF,vs KC,25,40,27,262,1,1,0,12,55,1,0,0,0,0,0,0,11
D. Maye NE,vs LA,22,39,29,282,2,1,0,3,27,0,0,0,0,0,0,1,11
D. Carr NO,vs CLE,21,27,21,248,2,0,0,1,8,0,0,0,0,0,0,0,11
J. Love GB,@ CHI,21,17,13,261,1,1,0,4,18,1,0,0,0,0,0,0,11
P. Mahomes KC,@ BUF,21,33,23,196,3,2,0,0,0,0,0,0,0,0,0,0,11
G. Minshew LV,@ MIA,21,43,30,282,2,1,0,2,7,0,0,0,0,0,0,0,11
B. Purdy SF,vs SEA,20,28,21,159,1,1,0,5,40,1,0,0,0,0,0,0,11
A. Rodgers NYJ,vs IND,19,29,22,184,2,0,0,1,7,0,0,0,0,0,0,0,11
C. Rush DAL,vs HOU,18,55,32,354,1,1,0,2,2,0,0,0,0,0,0,0,11
J. Hurts PHI,vs WAS,17,28,18,221,0,0,0,10,39,1,0,0,0,0,0,0,11
L. Jackson BAL,@ PIT,16,33,16,207,1,1,0,4,46,0,0,0,0,0,0,0,11
W. Levis TEN,vs MIN,16,31,17,295,1,1,0,7,18,0,0,0,0,0,0,0,11
C. Williams CHI,vs GB,16,31,23,231,0,0,0,9,70,0,0,0,0,0,0,0,11
J. Daniels WAS,@ PHI,14,32,22,191,1,1,1,7,18,0,0,0,0,0,0,0,11
G. Smith SEA,@ SF,14,32,25,221,0,1,0,4,29,1,0,0,0,0,0,0,11
C. Stroud HOU,@ DAL,10,34,23,257,0,1,0,3,26,0,0,0,0,0,0,0,11
R. Wilson PIT,vs BAL,6,36,23,205,0,1,0,4,1,0,0,0,0,0,0,0,11
K. Cousins ATL,@ DEN,4,27,18,173,0,1,0,1,0,0,0,0,0,0,0,0,11
M. Jones JAX,@ DET,3,29,17,138,0,1,0,2,7,0,0,0,0,0,0,0,11
J. Fields PIT,vs BAL,1,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,11
H. Hooker DET,vs JAX,1,4,3,37,0,0,0,4,3,0,0,0,0,0,0,0,11
J. Haener NO,vs CLE,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,11
M. Penix ATL,@ DEN,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,11
D. Thompson-Robinson CLE,@ NO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
T. Tagovailoa MIA,vs NE,36,40,29,317,4,0,0,3,-2,0,0,0,0,0,0,0,12
J. Daniels WAS,vs DAL,34,38,25,275,2,2,0,7,74,1,1,0,0,0,0,0,12
P. Mahomes KC,@ CAR,34,37,27,269,3,0,0,5,60,0,0,0,0,0,0,0,12
C. Williams CHI,vs MIN,30,47,32,340,2,0,1,6,33,0,0,0,0,0,0,0,12
L. Jackson BAL,@ LAC,26,22,16,177,2,0,0,8,15,1,0,0,0,0,0,0,12
S. Darnold MIN,@ CHI,25,34,22,330,2,0,0,2,-1,0,0,0,0,0,0,0,12
B. Nix DEN,@ LV,22,42,25,273,2,0,0,1,5,0,0,0,0,0,0,0,12
M. Stafford LA,vs PHI,22,36,24,243,2,0,0,1,15,0,0,0,0,0,0,0,12
W. Levis TEN,@ HOU,21,24,18,278,2,1,0,8,10,0,0,0,0,0,0,1,12
C. Rush DAL,@ WAS,21,32,24,247,2,0,0,4,1,0,0,0,0,0,0,0,12
J. Love GB,vs SF,18,23,13,163,2,0,0,1,2,0,0,0,0,0,0,0,12
B. Mayfield TB,@ NYG,18,30,24,294,0,0,0,4,29,1,0,0,0,0,0,1,12
C. Stroud HOU,vs TEN,18,33,20,247,2,2,0,3,18,0,0,0,0,0,0,0,12
B. Young CAR,vs KC,18,35,21,263,1,0,0,3,20,0,0,0,0,0,0,0,12
J. Herbert LAC,vs BAL,16,36,21,218,0,0,0,4,29,1,0,0,0,0,0,0,12
J. Hurts PHI,@ LA,16,22,15,179,1,0,0,12,39,0,0,0,0,0,0,0,12
R. Wilson PIT,@ CLE,16,28,21,270,1,0,0,3,10,0,0,0,0,0,0,1,12
D. Maye NE,@ MIA,15,37,22,222,1,1,1,5,26,0,0,0,0,0,0,1,12
G. Smith SEA,vs ARI,14,31,22,254,1,1,0,3,2,0,0,0,0,0,0,0,12
G. Minshew LV,vs DEN,13,42,25,230,1,1,0,2,5,0,0,0,0,0,0,0,12
J. Winston CLE,vs PIT,13,27,18,219,0,1,1,3,7,1,0,0,0,0,0,1,12
A. Richardson IND,vs DET,12,28,11,172,0,0,0,10,61,0,0,0,0,0,0,0,12
B. Allen SF,@ GB,10,29,17,199,1,1,0,2,5,0,0,0,0,0,0,1,12
T. DeVito NYG,vs TB,10,31,21,189,0,0,0,7,32,0,0,0,0,0,0,0,12
J. Goff DET,@ IND,10,36,26,269,0,0,0,2,0,0,0,0,0,0,0,0,12
K. Murray ARI,@ SEA,9,37,24,285,0,1,0,2,9,0,0,0,0,0,0,0,12
J. Fields PIT,@ CLE,2,1,0,0,0,0,0,3,26,0,0,0,0,0,0,0,12
D. Ridder LV,vs DEN,1,10,5,64,0,0,0,1,3,0,0,0,0,0,0,1,12
T. Lance DAL,@ WAS,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,12
D. Lock NYG,vs TB,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12
N. Mullens MIN,@ CHI,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,12
K. Pickett PHI,@ LA,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,12
J. Winston CLE,@ DEN,40,58,34,497,4,3,1,3,11,0,0,0,0,0,0,0,13
J. Daniels WAS,vs TEN,33,30,25,206,3,1,0,9,34,1,0,0,0,0,0,0,13
R. Wilson PIT,@ CIN,32,38,29,414,3,1,0,3,3,0,0,0,0,0,0,0,13
C. Williams CHI,@ DET,31,39,20,256,3,0,0,4,39,0,0,0,0,0,0,0,13
J. Allen BUF,vs SF,30,17,13,148,2,0,0,3,18,1,0,0,7,1,0,0,13
L. Jackson BAL,vs PHI,28,36,23,237,2,0,0,8,79,0,0,0,0,0,0,0,13
T. Tagovailoa MIA,@ GB,28,46,37,365,2,0,1,2,6,0,0,0,0,0,0,0,13
J. Burrow CIN,vs PIT,26,38,28,309,3,1,0,2,9,0,0,0,0,0,0,2,13
A. O'Connell LV,@ KC,24,35,23,340,2,0,0,1,0,0,0,0,0,0,0,1,13
A. Richardson IND,@ NE,24,24,12,109,2,2,0,9,48,1,1,0,0,0,0,0,13
B. Young CAR,vs TB,24,46,26,298,1,0,0,3,17,1,0,0,0,0,0,0,13
S. Darnold MIN,vs ARI,23,31,21,235,2,0,0,4,22,0,0,0,0,0,0,0,13
M. Jones JAX,vs HOU,23,32,20,235,2,0,1,3,6,0,0,0,0,0,0,0,13
J. Love GB,vs MIA,22,28,21,274,2,0,0,0,0,0,0,0,0,0,0,0,13
J. Goff DET,vs CHI,20,34,21,221,2,0,0,1,1,0,0,0,0,0,0,0,13
W. Levis TEN,@ WAS,20,37,18,212,2,0,0,2,-3,0,0,0,0,0,0,0,13
D. Maye NE,vs IND,20,30,24,238,1,1,1,5,59,0,0,0,0,0,0,0,13
M. Stafford LA,@ NO,19,24,14,183,2,0,0,4,3,0,0,0,0,0,0,0,13
J. Hurts PHI,@ BAL,18,19,11,118,1,0,0,9,29,1,0,0,0,0,0,0,13
P. Mahomes KC,vs LV,18,46,26,306,1,0,0,2,4,0,0,0,0,0,0,0,13
A. Rodgers NYJ,vs SEA,17,39,21,185,2,1,0,2,6,0,0,0,0,0,0,0,13
D. Carr NO,vs LA,16,37,24,184,1,0,1,2,12,0,0,0,0,0,0,0,13
K. Murray ARI,@ MIN,16,45,31,260,1,2,0,7,48,0,0,0,0,0,0,0,13
D. Lock NYG,@ DAL,15,32,21,178,0,1,0,4,57,1,0,0,0,0,0,1,13
C. Stroud HOU,@ JAX,15,34,22,242,1,0,0,5,7,0,0,0,0,0,0,0,13
G. Smith SEA,@ NYJ,14,31,20,206,1,0,0,2,2,0,0,0,0,0,0,0,13
B. Nix DEN,vs CLE,13,35,18,294,1,2,0,3,4,0,0,0,0,0,0,0,13
C. Rush DAL,vs NYG,13,36,21,195,1,0,0,5,0,0,0,0,0,0,0,0,13
B. Mayfield TB,@ CAR,11,33,21,235,1,2,0,3,8,0,0,0,0,0,0,0,13
J. Herbert LAC,@ ATL,7,23,16,147,0,0,1,5,1,0,0,0,0,0,0,0,13
B. Purdy SF,@ BUF,2,18,11,94,0,0,0,2,4,0,0,0,0,0,0,1,13
K. Cousins ATL,vs LAC,1,39,24,245,0,4,0,1,3,0,0,0,0,0,0,0,13
J. Fields PIT,@ CIN,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,13
K. Trask TB,@ CAR,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13
M. Trubisky BUF,vs SF,0,1,1,4,0,0,0,4,-3,0,0,0,0,0,0,0,13
T. Lawrence JAX,vs HOU,-1,10,4,41,0,1,0,1,6,0,0,0,0,0,0,0,13
J. Allen BUF,@ LA,57,37,22,342,3,0,0,10,82,3,0,0,0,0,0,0,14
S. Darnold MIN,vs ATL,43,28,22,347,5,0,0,4,7,0,0,0,0,0,0,0,14
J. Burrow CIN,@ DAL,30,44,33,369,3,1,0,2,-2,0,0,0,0,0,0,0,14
J. Goff DET,vs GB,27,41,32,283,3,1,0,4,7,0,0,0,0,0,0,0,14
J. Hurts PHI,vs CAR,27,21,14,108,2,0,0,8,59,1,0,0,0,0,0,0,14
T. Tagovailoa MIA,vs NYJ,27,47,33,331,2,0,1,1,3,0,0,0,0,0,0,0,14
B. Purdy SF,vs CHI,26,25,20,325,2,0,0,5,11,0,0,0,0,0,0,0,14
B. Mayfield TB,vs LV,25,29,18,295,3,2,0,2,12,0,0,0,0,0,0,1,14
M. Stafford LA,vs BUF,24,30,23,320,2,0,0,0,0,0,0,0,0,0,0,0,14
K. Murray ARI,vs SEA,21,38,25,259,2,2,0,3,16,0,1,0,0,0,0,0,14
A. Rodgers NYJ,@ MIA,19,39,27,339,1,0,0,0,0,0,0,0,0,0,0,0,14
R. Wilson PIT,vs CLE,19,26,15,158,2,0,0,6,17,0,0,0,0,0,0,0,14
C. Williams CHI,@ SF,18,23,17,134,2,0,0,4,27,0,0,0,0,0,0,1,14
J. Winston CLE,@ PIT,18,41,24,212,2,2,0,4,28,0,0,0,0,0,0,0,14
C. Rush DAL,vs CIN,17,31,16,183,2,1,0,2,5,0,0,0,0,0,0,0,14
J. Love GB,@ DET,16,20,12,206,1,0,0,4,23,0,0,0,0,0,0,0,14
J. Herbert LAC,@ KC,15,30,21,213,1,0,0,4,12,0,0,0,0,0,0,0,14
P. Mahomes KC,vs LAC,15,37,24,210,1,0,0,4,17,0,0,0,0,0,0,0,14
G. Smith SEA,@ ARI,15,30,24,233,1,0,0,1,0,0,0,0,0,0,0,0,14
D. Lock NYG,vs NO,14,49,21,227,0,1,1,5,59,0,0,0,0,0,0,0,14
D. Carr NO,@ NYG,13,31,20,219,1,1,0,2,12,0,0,0,0,0,0,0,14
B. Young CAR,@ PHI,13,34,19,191,1,1,0,7,29,0,0,0,0,0,0,0,14
K. Cousins ATL,@ MIN,9,37,23,344,0,2,0,0,0,0,0,0,0,0,0,0,14
A. O'Connell LV,@ TB,7,19,11,104,0,1,0,6,6,1,0,0,0,0,0,1,14
W. Levis TEN,vs JAX,6,32,19,168,0,0,0,1,3,0,0,0,0,0,0,0,14
M. Jones JAX,@ TEN,4,31,23,220,0,2,0,3,3,0,0,0,0,0,0,0,14
D. Ridder LV,@ TB,4,18,12,101,0,0,0,2,3,0,0,0,0,0,0,0,14
T. Heinicke LAC,@ KC,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,14
T. Bagent CHI,@ SF,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,14
J. Haener NO,@ NYG,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,14
N. Mullens MIN,vs ATL,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,14
B. Allen SF,vs CHI,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
J. Goff DET,vs BUF,50,59,38,494,5,0,0,2,13,0,0,0,0,0,0,0,15
L. Jackson BAL,@ NYG,46,25,21,290,5,0,0,6,65,0,0,0,0,0,0,1,15
J. Allen BUF,@ DET,44,34,23,362,2,0,0,11,68,2,0,0,0,0,0,0,15
B. Mayfield TB,@ LAC,35,27,22,288,4,1,0,2,25,0,0,0,0,0,0,0,15
A. Rodgers NYJ,@ JAX,35,30,16,289,3,0,1,6,45,0,0,0,0,0,0,0,15
J. Hurts PHI,vs PIT,32,32,25,290,2,0,0,15,45,1,0,0,0,0,0,1,15
J. Daniels WAS,@ NO,27,31,25,226,2,0,0,11,66,0,0,0,0,0,0,0,15
C. Rush DAL,@ CAR,25,29,18,214,3,0,0,4,5,0,0,0,0,0,0,1,15
J. Burrow CIN,@ TEN,23,37,26,271,3,2,0,0,0,0,0,0,0,0,0,1,15
M. Jones JAX,vs NYJ,21,46,31,294,2,2,0,4,29,0,0,0,0,0,0,0,15
J. Love GB,@ SEA,21,27,20,229,2,0,0,1,4,0,0,0,0,0,0,0,15
P. Mahomes KC,@ CLE,19,38,19,159,2,0,0,2,14,0,0,0,0,0,0,0,15
D. Maye NE,@ ARI,19,23,19,202,1,1,0,4,14,1,0,0,0,0,0,0,15
B. Nix DEN,vs IND,19,33,20,130,3,3,0,8,23,0,0,0,0,0,0,0,15
M. Rudolph TEN,vs CIN,19,26,21,209,2,1,0,2,14,0,0,0,0,0,0,0,15
J. Herbert LAC,vs TB,17,33,21,195,2,1,0,0,0,0,0,0,0,0,0,0,15
C. Stroud HOU,vs MIA,16,26,18,131,2,0,0,6,4,0,0,0,0,0,0,1,15
B. Young CAR,vs DAL,15,28,19,219,1,2,0,3,12,1,0,0,0,0,0,2,15
S. Darnold MIN,vs CHI,13,40,24,231,1,1,0,0,0,0,0,0,0,0,0,0,15
A. Richardson IND,@ DEN,13,38,17,172,0,2,0,7,46,1,0,1,-1,0,0,0,15
D. Ridder LV,vs ATL,12,39,23,208,1,2,0,5,28,0,0,0,0,0,0,0,15
C. Williams CHI,@ MIN,12,31,18,191,1,0,0,4,3,0,0,0,0,0,0,1,15
S. Rattler NO,vs WAS,11,21,10,135,1,0,0,0,0,0,0,0,0,0,0,0,15
R. Wilson PIT,@ PHI,11,22,14,128,1,0,0,4,13,0,0,0,0,0,0,1,15
K. Murray ARI,vs NE,9,30,23,224,0,0,0,5,11,0,0,0,0,0,0,0,15
T. Boyle NYG,vs BAL,8,24,12,123,1,1,0,1,-1,0,0,0,0,0,0,0,15
K. Cousins ATL,@ LV,8,17,11,112,1,1,0,3,0,0,0,0,0,0,0,0,15
M. Stafford LA,@ SF,7,27,16,160,0,0,0,4,18,0,0,0,0,0,0,0,15
T. Tagovailoa MIA,@ HOU,6,40,29,196,1,3,0,0,0,0,0,0,0,0,0,1,15
B. Purdy SF,vs LA,3,31,14,142,0,1,0,1,3,0,0,0,0,0,0,0,15
G. Smith SEA,vs GB,3,19,15,149,0,1,0,1,5,0,0,0,0,0,0,0,15
T. DeVito NYG,vs BAL,2,13,10,68,0,0,0,1,0,0,0,0,0,0,0,0,15
T. Bagent CHI,@ MIN,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,15
J. Fields PIT,@ PHI,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,15
T. Heinicke LAC,vs TB,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15
J. Johnson BAL,@ NYG,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,15
C. Tune ARI,vs NE,0,2,2,8,0,0,0,1,-1,0,0,0,0,0,0,0,15
C. Wentz KC,@ CLE,0,2,2,20,0,0,0,3,0,0,0,0,0,0,0,0,15
J. Haener NO,vs WAS,-1,10,4,49,0,1,0,1,7,0,0,0,0,0,0,0,15
D. Thompson-Robinson CLE,vs KC,-1,9,4,18,0,1,0,3,16,0,0,0,0,0,0,0,15
J. Winston CLE,vs KC,-1,25,16,146,0,3,0,2,-2,0,0,0,0,0,0,0,15
S. Howell SEA,vs GB,-2,14,5,24,0,1,0,1,2,0,0,0,0,0,0,0,15
W. Levis TEN,vs CIN,-4,12,8,89,0,3,0,2,0,0,0,0,0,0,0,1,15
